Year,StockItemName,Size,Color,Quantity,UnitPrice,LastCostPrice,UnitMargin,PctMargin,TotalUnitPrice,LineProfit,Category
2013,10 mm Double sided bubble wrap,50m,NULL,14210,105.00,56.00,49.00,0.4666666666666666666,1492050.00,696290.00,Packaging
2013,20 mm Anti static bubble wrap,20m,Blue,14880,45.00,21.00,24.00,0.5333333333333333333,669600.00,357120.00,Packaging
2013,20 mm Anti static bubble wrap,10m,Blue,14660,29.00,12.00,17.00,0.5862068965517241379,425140.00,249220.00,Packaging
2013,20 mm Anti static bubble wrap,50m,Blue,13900,102.00,55.00,47.00,0.4607843137254901960,1417800.00,653300.00,Packaging
2013,20 mm Double sided bubble wrap,20m,NULL,15320,33.00,15.00,18.00,0.5454545454545454545,505560.00,275760.00,Packaging
2013,20 mm Double sided bubble wrap,50m,NULL,14310,108.00,16.00,92.00,0.8518518518518518518,1545480.00,1316520.00,Packaging
2013,20 mm Double sided bubble wrap,10m,NULL,13480,18.00,8.00,10.00,0.5555555555555555555,242640.00,134800.00,Packaging
2013,3 kg Courier post bag,300x190x95mm,NULL,42400,0.66,0.36,0.30,0.4545454545454545454,27984.00,12720.00,Packaging
2013,32 mm Anti static bubble wrap,20m,Blue,17960,48.00,23.00,25.00,0.5208333333333333333,862080.00,449000.00,Packaging
2013,32 mm Anti static bubble wrap,10m,Blue,16410,32.00,16.00,16.00,0.5000000000000000000,525120.00,262560.00,Packaging
2013,32 mm Anti static bubble wrap,50m,Blue,16380,105.00,47.00,58.00,0.5523809523809523809,1719900.00,950040.00,Packaging
2013,32 mm Double sided bubble wrap,10m,NULL,16300,22.00,9.90,12.10,0.5500000000000000000,358600.00,197230.00,Packaging
2013,32 mm Double sided bubble wrap,20m,NULL,15130,37.00,14.00,23.00,0.6216216216216216216,559810.00,347990.00,Packaging
2013,32 mm Double sided bubble wrap,50m,NULL,14020,112.00,59.00,53.00,0.4732142857142857142,1570240.00,743060.00,Packaging
2013,Air cushion film 200mmx100mm,325m,NULL,1589,87.00,35.00,52.00,0.5977011494252873563,138243.00,82628.00,Packaging
2013,Air cushion film 200mmx200mm,325m,NULL,1435,90.00,54.00,36.00,0.4000000000000000000,129150.00,51660.00,Packaging
2013,"Air cushion machine ",NULL,NULL,1654,1899.00,1140.00,759.00,0.3996840442338072669,3140946.00,1255386.00,Packaging
2013,Alien officer hoodie,3XL,Black,1604,35.00,17.00,18.00,0.5142857142857142857,56140.00,28872.00,Clothing
2013,Alien officer hoodie,4XL,Black,1580,35.00,17.00,18.00,0.5142857142857142857,55300.00,28440.00,Clothing
2013,Alien officer hoodie,XXL,Black,1550,35.00,17.00,18.00,0.5142857142857142857,54250.00,27900.00,Clothing
2013,Alien officer hoodie,5XL,Black,1538,35.00,17.00,18.00,0.5142857142857142857,53830.00,27684.00,Clothing
2013,Alien officer hoodie,XL,Black,1522,35.00,17.00,18.00,0.5142857142857142857,53270.00,27396.00,Clothing
2013,Animal with big feet slippers,L,NULL,1643,32.00,8.00,24.00,0.7500000000000000000,52576.00,39432.00,Clothing
2013,Animal with big feet slippers,XL,NULL,1615,32.00,8.50,23.50,0.7343750000000000000,51680.00,37952.50,Clothing
2013,Animal with big feet slippers,M,NULL,1517,32.00,8.00,24.00,0.7500000000000000000,48544.00,36408.00,Clothing
2013,Animal with big feet slippers,S,NULL,1512,32.00,8.00,24.00,0.7500000000000000000,48384.00,36288.00,Clothing
2013,Black and orange fragile despatch tape,48mmx75m,NULL,58068,3.70,1.80,1.90,0.5135135135135135135,214851.60,110329.20,Packaging
2013,Black and orange fragile despatch tape,48mmx100m,NULL,51948,4.10,2.30,1.80,0.4390243902439024390,212986.80,93506.40,Packaging
2013,Black and orange glass with care despatch tape,48mmx100m,NULL,39216,4.10,2.00,2.10,0.5121951219512195121,160785.60,82353.60,Packaging
2013,Black and orange glass with care despatch tape,48mmx75m,NULL,26808,3.70,1.60,2.10,0.5675675675675675675,99189.60,56296.80,Packaging
2013,Black and orange handle with care despatch tape,48mmx75m,NULL,37920,3.70,1.30,2.40,0.6486486486486486486,140304.00,91008.00,Packaging
2013,Black and orange handle with care despatch tape,48mmx100m,NULL,37296,4.10,2.00,2.10,0.5121951219512195121,152913.60,78321.60,Packaging
2013,Black and orange this way up despatch tape,48mmx100m,NULL,42840,4.10,1.95,2.15,0.5243902439024390243,175644.00,92106.00,Packaging
2013,Black and orange this way up despatch tape,48mmx75m,NULL,36888,3.70,1.70,2.00,0.5405405405405405405,136485.60,73776.00,Packaging
2013,Black and yellow heavy despatch tape,48mmx75m,NULL,39336,3.70,1.50,2.20,0.5945945945945945945,145543.20,86539.20,Packaging
2013,Black and yellow heavy despatch tape,48mmx100m,NULL,33768,4.10,2.40,1.70,0.4146341463414634146,138448.80,57405.60,Packaging
2013,Bubblewrap dispenser,1.5m,Red,1662,240.00,110.00,130.00,0.5416666666666666666,398880.00,216060.00,Packaging
2013,Bubblewrap dispenser,1.5m,Blue,1544,240.00,110.00,130.00,0.5416666666666666666,370560.00,200720.00,Packaging
2013,Bubblewrap dispenser,1.5m,Black,1304,240.00,110.00,130.00,0.5416666666666666666,312960.00,169520.00,Packaging
2013,Clear packaging tape,48mmx75m,NULL,41366,2.90,1.70,1.20,0.4137931034482758620,119961.40,49639.20,Packaging
2013,Clear packaging tape,48mmx100m,NULL,29940,3.50,1.80,1.70,0.4857142857142857142,104790.00,50898.00,Packaging
2013,"DBA joke mug - daaaaaa-ta ",NULL,White,1656,13.00,4.50,8.50,0.6538461538461538461,21528.00,14076.00,Mugs
2013,"DBA joke mug - daaaaaa-ta ",NULL,Black,1497,13.00,4.50,8.50,0.6538461538461538461,19461.00,12724.50,Mugs
2013,"DBA joke mug - I will get you in order ",NULL,Black,1570,13.00,4.50,8.50,0.6538461538461538461,20410.00,13345.00,Mugs
2013,"DBA joke mug - I will get you in order ",NULL,White,1462,13.00,4.50,8.50,0.6538461538461538461,19006.00,12427.00,Mugs
2013,"DBA joke mug - it depends ",NULL,White,1700,13.00,4.50,8.50,0.6538461538461538461,22100.00,14450.00,Mugs
2013,"DBA joke mug - it depends ",NULL,Black,1484,13.00,4.50,8.50,0.6538461538461538461,19292.00,12614.00,Mugs
2013,"DBA joke mug - mind if I join you? ",NULL,White,1647,13.00,4.50,8.50,0.6538461538461538461,21411.00,13999.50,Mugs
2013,"DBA joke mug - mind if I join you? ",NULL,Black,1515,13.00,4.50,8.50,0.6538461538461538461,19695.00,12877.50,Mugs
2013,"DBA joke mug - SELECT caffeine FROM mug ",NULL,White,1542,13.00,4.50,8.50,0.6538461538461538461,20046.00,13107.00,Mugs
2013,"DBA joke mug - SELECT caffeine FROM mug ",NULL,Black,1397,13.00,4.50,8.50,0.6538461538461538461,18161.00,11874.50,Mugs
2013,"DBA joke mug - two types of DBAs ",NULL,White,1674,13.00,4.50,8.50,0.6538461538461538461,21762.00,14229.00,Mugs
2013,"DBA joke mug - two types of DBAs ",NULL,Black,1536,13.00,4.50,8.50,0.6538461538461538461,19968.00,13056.00,Mugs
2013,"DBA joke mug - you might be a DBA if ",NULL,Black,1619,13.00,4.50,8.50,0.6538461538461538461,21047.00,13761.50,Mugs
2013,"DBA joke mug - you might be a DBA if ",NULL,White,1579,13.00,4.50,8.50,0.6538461538461538461,20527.00,13421.50,Mugs
2013,"Developer joke mug - (hip, hip, array) ",NULL,White,1628,13.00,4.50,8.50,0.6538461538461538461,21164.00,13838.00,Mugs
2013,"Developer joke mug - (hip, hip, array) ",NULL,Black,1518,13.00,4.50,8.50,0.6538461538461538461,19734.00,12903.00,Mugs
2013,"Developer joke mug - a foo walks into a bar ",NULL,Black,1585,13.00,4.50,8.50,0.6538461538461538461,20605.00,13472.50,Mugs
2013,"Developer joke mug - a foo walks into a bar ",NULL,White,1457,13.00,4.50,8.50,0.6538461538461538461,18941.00,12384.50,Mugs
2013,"Developer joke mug - fun was unexpected at this time ",NULL,White,1666,13.00,4.50,8.50,0.6538461538461538461,21658.00,14161.00,Mugs
2013,"Developer joke mug - fun was unexpected at this time ",NULL,Black,1497,13.00,4.50,8.50,0.6538461538461538461,19461.00,12724.50,Mugs
2013,"Developer joke mug - inheritance is the OO way to become wealthy ",NULL,Black,1553,13.00,4.50,8.50,0.6538461538461538461,20189.00,13200.50,Mugs
2013,"Developer joke mug - inheritance is the OO way to become wealthy ",NULL,White,1552,13.00,4.50,8.50,0.6538461538461538461,20176.00,13192.00,Mugs
2013,"Developer joke mug - Oct 31 = Dec 25 ",NULL,Black,1570,13.00,4.50,8.50,0.6538461538461538461,20410.00,13345.00,Mugs
2013,"Developer joke mug - Oct 31 = Dec 25 ",NULL,White,1524,13.00,4.50,8.50,0.6538461538461538461,19812.00,12954.00,Mugs
2013,"Developer joke mug - old C developers never die ",NULL,White,1652,13.00,4.50,8.50,0.6538461538461538461,21476.00,14042.00,Mugs
2013,"Developer joke mug - old C developers never die ",NULL,Black,1340,13.00,4.50,8.50,0.6538461538461538461,17420.00,11390.00,Mugs
2013,"Developer joke mug - that's a hardware problem ",NULL,White,1832,13.00,4.50,8.50,0.6538461538461538461,23816.00,15572.00,Mugs
2013,"Developer joke mug - that's a hardware problem ",NULL,Black,1579,13.00,4.50,8.50,0.6538461538461538461,20527.00,13421.50,Mugs
2013,"Developer joke mug - there are 10 types of people in the world ",NULL,White,1592,13.00,4.50,8.50,0.6538461538461538461,20696.00,13532.00,Mugs
2013,"Developer joke mug - there are 10 types of people in the world ",NULL,Black,1531,13.00,4.50,8.50,0.6538461538461538461,19903.00,13013.50,Mugs
2013,"Developer joke mug - this code was generated by a tool ",NULL,White,1679,13.00,4.50,8.50,0.6538461538461538461,21827.00,14271.50,Mugs
2013,"Developer joke mug - this code was generated by a tool ",NULL,Black,1372,13.00,4.50,8.50,0.6538461538461538461,17836.00,11662.00,Mugs
2013,"Developer joke mug - understanding recursion requires understanding recursion ",NULL,White,1651,13.00,4.50,8.50,0.6538461538461538461,21463.00,14033.50,Mugs
2013,"Developer joke mug - understanding recursion requires understanding recursion ",NULL,Black,1474,13.00,4.50,8.50,0.6538461538461538461,19162.00,12529.00,Mugs
2013,"Developer joke mug - when your hammer is C++ ",NULL,White,1698,13.00,4.50,8.50,0.6538461538461538461,22074.00,14433.00,Mugs
2013,"Developer joke mug - when your hammer is C++ ",NULL,Black,1403,13.00,4.50,8.50,0.6538461538461538461,18239.00,11925.50,Mugs
2013,Dinosaur battery-powered slippers,M,NULL,1785,32.00,8.00,24.00,0.7500000000000000000,57120.00,42840.00,Clothing
2013,Dinosaur battery-powered slippers,L,NULL,1653,32.00,8.00,24.00,0.7500000000000000000,52896.00,39672.00,Clothing
2013,Dinosaur battery-powered slippers,XL,NULL,1616,32.00,8.50,23.50,0.7343750000000000000,51712.00,37976.00,Clothing
2013,Dinosaur battery-powered slippers,S,NULL,1607,32.00,8.00,24.00,0.7500000000000000000,51424.00,38568.00,Clothing
2013,Express post box 5kg,350x280x130mm,NULL,39800,0.95,0.45,0.50,0.5263157894736842105,37810.00,19900.00,Packaging
2013,Furry animal socks,M,NULL,19920,5.00,1.50,3.50,0.7000000000000000000,99600.00,69720.00,Clothing
2013,Furry animal socks,S,NULL,19656,5.00,1.50,3.50,0.7000000000000000000,98280.00,68796.00,Clothing
2013,Furry animal socks,XL,NULL,19560,5.00,1.50,3.50,0.7000000000000000000,97800.00,68460.00,Clothing
2013,Furry animal socks,L,NULL,17448,5.00,1.50,3.50,0.7000000000000000000,87240.00,61068.00,Clothing
2013,Furry gorilla with big eyes slippers,L,Black,1640,32.00,8.00,24.00,0.7500000000000000000,52480.00,39360.00,Clothing
2013,Furry gorilla with big eyes slippers,S,Black,1460,32.00,8.00,24.00,0.7500000000000000000,46720.00,35040.00,Clothing
2013,Furry gorilla with big eyes slippers,M,Black,1412,32.00,8.00,24.00,0.7500000000000000000,45184.00,33888.00,Clothing
2013,Furry gorilla with big eyes slippers,XL,Black,1393,32.00,8.50,23.50,0.7343750000000000000,44576.00,32735.50,Clothing
2013,Halloween skull mask,L,Steel Gray,21036,18.00,15.00,3.00,0.1666666666666666666,378648.00,63108.00,Clothing
2013,Halloween skull mask,S,Steel Gray,18744,18.00,15.00,3.00,0.1666666666666666666,337392.00,56232.00,Clothing
2013,Halloween skull mask,XL,Steel Gray,18036,18.00,15.00,3.00,0.1666666666666666666,324648.00,54108.00,Clothing
2013,Halloween skull mask,M,Steel Gray,17112,18.00,15.00,3.00,0.1666666666666666666,308016.00,51336.00,Clothing
2013,Halloween zombie mask,S,Light Brown,20136,18.00,19.00,-1.00,-0.0555555555555555555,362448.00,-20136.00,Clothing
2013,Halloween zombie mask,XL,Light Brown,19344,18.00,19.00,-1.00,-0.0555555555555555555,348192.00,-19344.00,Clothing
2013,Halloween zombie mask,M,Light Brown,17304,18.00,19.00,-1.00,-0.0555555555555555555,311472.00,-17304.00,Clothing
2013,Halloween zombie mask,L,Light Brown,15576,18.00,19.00,-1.00,-0.0555555555555555555,280368.00,-15576.00,Clothing
2013,"IT joke mug - hardware: part of the computer that can be kicked ",NULL,Black,1814,13.00,4.50,8.50,0.6538461538461538461,23582.00,15419.00,Mugs
2013,"IT joke mug - hardware: part of the computer that can be kicked ",NULL,White,1498,13.00,4.50,8.50,0.6538461538461538461,19474.00,12733.00,Mugs
2013,"IT joke mug - keyboard not found … press F1 to continue ",NULL,White,1655,13.00,4.50,8.50,0.6538461538461538461,21515.00,14067.50,Mugs
2013,"IT joke mug - keyboard not found … press F1 to continue ",NULL,Black,1448,13.00,4.50,8.50,0.6538461538461538461,18824.00,12308.00,Mugs
2013,"IT joke mug - that behavior is by design ",NULL,White,1628,13.00,4.50,8.50,0.6538461538461538461,21164.00,13838.00,Mugs
2013,"IT joke mug - that behavior is by design ",NULL,Black,1439,13.00,4.50,8.50,0.6538461538461538461,18707.00,12231.50,Mugs
2013,Large  replacement blades,18mm,NULL,18370,4.30,2.05,2.25,0.5232558139534883720,78991.00,41332.50,Packaging
2013,Large sized bubblewrap roll,50m,NULL,15340,24.00,13.00,11.00,0.4583333333333333333,368160.00,168740.00,Packaging
2013,Medium sized bubblewrap roll,20m,NULL,15290,20.00,10.00,10.00,0.5000000000000000000,305800.00,152900.00,Packaging
2013,"Office cube periscope ",NULL,Black,14590,18.50,11.25,7.25,0.3918918918918918918,269915.00,105777.50,Toys
2013,Ogre battery-powered slippers,M,NULL,1651,32.00,8.00,24.00,0.7500000000000000000,52832.00,39624.00,Clothing
2013,Ogre battery-powered slippers,XL,NULL,1574,32.00,8.50,23.50,0.7343750000000000000,50368.00,36989.00,Clothing
2013,Ogre battery-powered slippers,L,NULL,1569,32.00,8.00,24.00,0.7500000000000000000,50208.00,37656.00,Clothing
2013,Ogre battery-powered slippers,S,NULL,1390,32.00,8.00,24.00,0.7500000000000000000,44480.00,33360.00,Clothing
2013,"Pack of 12 action figures ",NULL,NULL,1570,16.00,5.50,10.50,0.6562500000000000000,25120.00,16485.00,Toys
2013,"Pack of 12 action figures ",NULL,NULL,1558,16.00,5.50,10.50,0.6562500000000000000,24928.00,16359.00,Toys
2013,"Pack of 12 action figures ",NULL,NULL,1448,16.00,5.50,10.50,0.6562500000000000000,23168.00,15204.00,Toys
2013,Packing knife with metal insert blade,9mm,NULL,7885,1.89,0.90,0.99,0.5238095238095238095,14902.65,7806.15,Packaging
2013,Packing knife with metal insert blade,18mm,NULL,7345,2.40,1.20,1.20,0.5000000000000000000,17628.00,8814.00,Packaging
2013,Permanent marker blacknib,5mm,NULL,15420,2.70,1.70,1.00,0.3703703703703703703,41634.00,15420.00,Packaging
2013,Permanent marker bluenib,5mm,NULL,19008,2.70,1.70,1.00,0.3703703703703703703,51321.60,19008.00,Packaging
2013,Permanent marker rednib,5mm,NULL,18084,2.70,1.70,1.00,0.3703703703703703703,48826.80,18084.00,Packaging
2013,Plush shark slippers,S,Steel Gray,1630,32.00,8.00,24.00,0.7500000000000000000,52160.00,39120.00,Clothing
2013,Plush shark slippers,XL,Steel Gray,1622,32.00,8.50,23.50,0.7343750000000000000,51904.00,38117.00,Clothing
2013,Plush shark slippers,L,Steel Gray,1496,32.00,8.00,24.00,0.7500000000000000000,47872.00,35904.00,Clothing
2013,Plush shark slippers,M,Steel Gray,1470,32.00,8.00,24.00,0.7500000000000000000,47040.00,35280.00,Clothing
2013,RC big wheel monster truck with remote control,1/50 scale,Black,1574,45.00,15.50,29.50,0.6555555555555555555,70830.00,46433.00,Toys
2013,RC toy sedan car with remote control,1/50 scale,Yellow,1600,25.00,12.50,12.50,0.5000000000000000000,40000.00,20000.00,Toys
2013,RC toy sedan car with remote control,1/50 scale,Red,1546,25.00,12.50,12.50,0.5000000000000000000,38650.00,19325.00,Toys
2013,RC toy sedan car with remote control,1/50 scale,Blue,1530,25.00,12.50,12.50,0.5000000000000000000,38250.00,19125.00,Toys
2013,RC toy sedan car with remote control,1/50 scale,NULL,1520,25.00,12.50,12.50,0.5000000000000000000,38000.00,19000.00,Toys
2013,RC toy sedan car with remote control,1/50 scale,NULL,1489,25.00,12.50,12.50,0.5000000000000000000,37225.00,18612.50,Toys
2013,RC toy sedan car with remote control,1/50 scale,Black,1485,25.00,12.50,12.50,0.5000000000000000000,37125.00,18562.50,Toys
2013,RC vintage American toy coupe with remote control,1/50 scale,Black,1519,30.00,15.00,15.00,0.5000000000000000000,45570.00,22785.00,Toys
2013,RC vintage American toy coupe with remote control,1/50 scale,Red,1450,30.00,15.00,15.00,0.5000000000000000000,43500.00,21750.00,Toys
2013,Red and white urgent  heavy despatch tape,48mmx100m,NULL,36024,4.10,2.05,2.05,0.5000000000000000000,147698.40,73849.20,Packaging
2013,Red and white urgent despatch tape,48mmx75m,NULL,37944,3.70,1.60,2.10,0.5675675675675675675,140392.80,79682.40,Packaging
2013,Ride on big wheel monster truck,1/12 scale,Black,1593,345.00,205.00,140.00,0.4057971014492753623,549585.00,223020.00,Toys
2013,Ride on toy sedan car,1/12 scale,NULL,1622,230.00,145.00,85.00,0.3695652173913043478,373060.00,137870.00,Toys
2013,Ride on toy sedan car,1/12 scale,Yellow,1610,230.00,145.00,85.00,0.3695652173913043478,370300.00,136850.00,Toys
2013,Ride on toy sedan car,1/12 scale,Blue,1587,230.00,145.00,85.00,0.3695652173913043478,365010.00,134895.00,Toys
2013,Ride on toy sedan car,1/12 scale,NULL,1559,230.00,145.00,85.00,0.3695652173913043478,358570.00,132515.00,Toys
2013,Ride on toy sedan car,1/12 scale,Red,1515,230.00,145.00,85.00,0.3695652173913043478,348450.00,128775.00,Toys
2013,Ride on toy sedan car,1/12 scale,Black,1398,230.00,145.00,85.00,0.3695652173913043478,321540.00,118830.00,Toys
2013,Ride on vintage American toy coupe,1/12 scale,Black,1686,285.00,155.00,130.00,0.4561403508771929824,480510.00,219180.00,Toys
2013,Ride on vintage American toy coupe,1/12 scale,Red,1407,285.00,155.00,130.00,0.4561403508771929824,400995.00,182910.00,Toys
2013,Shipping carton,500x310x310mm,NULL,45625,2.55,1.10,1.45,0.5686274509803921568,116343.75,66156.25,Packaging
2013,Shipping carton,305x305x305mm,NULL,41925,3.50,1.90,1.60,0.4571428571428571428,146737.50,67080.00,Packaging
2013,Shipping carton,229x229x229mm,NULL,41650,1.05,0.55,0.50,0.4761904761904761904,43732.50,20825.00,Packaging
2013,Shipping carton,457x457x457mm,NULL,40750,2.10,1.10,1.00,0.4761904761904761904,85575.00,40750.00,Packaging
2013,Shipping carton,356x356x279mm,NULL,40450,2.04,1.05,0.99,0.4852941176470588235,82518.00,40045.50,Packaging
2013,Shipping carton,413x285x187mm,NULL,39825,1.05,0.55,0.50,0.4761904761904761904,41816.25,19912.50,Packaging
2013,Shipping carton,279x254x217mm,NULL,39075,1.11,0.60,0.51,0.4594594594594594594,43373.25,19928.25,Packaging
2013,Shipping carton,480x270x320mm,NULL,38275,2.74,1.20,1.54,0.5620437956204379562,104873.50,58943.50,Packaging
2013,Shipping carton,457x279x279mm,NULL,38050,1.28,0.60,0.68,0.5312500000000000000,48704.00,25874.00,Packaging
2013,Shipping carton,356x229x229mm,NULL,34850,1.14,0.56,0.58,0.5087719298245614035,39729.00,20213.00,Packaging
2013,Small sized bubblewrap roll,10m,NULL,15540,4.50,2.20,2.30,0.5111111111111111111,69930.00,35742.00,Packaging
2013,Smallreplacement blades,9mm,NULL,15930,4.10,2.60,1.50,0.3658536585365853658,65313.00,23895.00,Packaging
2013,Superhero action jacket,XXS,Blue,1695,25.00,19.00,6.00,0.2400000000000000000,42375.00,10170.00,Toys
2013,Superhero action jacket,XS,Blue,1688,25.00,19.00,6.00,0.2400000000000000000,42200.00,10128.00,Toys
2013,Superhero action jacket,3XS,Blue,1681,25.00,19.00,6.00,0.2400000000000000000,42025.00,10086.00,Toys
2013,Superhero action jacket,4XL,Blue,1675,34.00,24.00,10.00,0.2941176470588235294,56950.00,16750.00,Toys
2013,Superhero action jacket,M,Blue,1654,30.00,22.00,8.00,0.2666666666666666666,49620.00,13232.00,Toys
2013,Superhero action jacket,5XL,Blue,1603,34.00,24.00,10.00,0.2941176470588235294,54502.00,16030.00,Toys
2013,Superhero action jacket,XXL,Blue,1602,30.00,22.00,8.00,0.2666666666666666666,48060.00,12816.00,Toys
2013,Superhero action jacket,L,Blue,1597,30.00,22.00,8.00,0.2666666666666666666,47910.00,12776.00,Toys
2013,Superhero action jacket,3XL,Blue,1596,34.00,24.00,10.00,0.2941176470588235294,54264.00,15960.00,Toys
2013,Superhero action jacket,S,Blue,1369,25.00,19.00,6.00,0.2400000000000000000,34225.00,8214.00,Toys
2013,Superhero action jacket,XL,Blue,1336,30.00,22.00,8.00,0.2666666666666666666,40080.00,10688.00,Toys
2013,"Tape dispenser ",NULL,NULL,14660,32.00,17.00,15.00,0.4687500000000000000,469120.00,219900.00,Packaging
2013,"Tape dispenser ",NULL,NULL,14440,32.00,17.00,15.00,0.4687500000000000000,462080.00,216600.00,Packaging
2013,"Tape dispenser ",NULL,NULL,11180,32.00,17.00,15.00,0.4687500000000000000,357760.00,167700.00,Packaging
2013,USB food flash drive - banana,NULL,NULL,1481,32.00,12.00,20.00,0.6250000000000000000,47392.00,29620.00,USB Devices
2013,USB food flash drive - chocolate bar,NULL,NULL,1564,32.00,12.00,20.00,0.6250000000000000000,50048.00,31280.00,USB Devices
2013,USB food flash drive - cookie,NULL,NULL,1396,32.00,12.00,20.00,0.6250000000000000000,44672.00,27920.00,USB Devices
2013,USB food flash drive - dessert 10 drive variety pack,NULL,NULL,1500,240.00,88.50,151.50,0.6312500000000000000,360000.00,227250.00,USB Devices
2013,USB food flash drive - dim sum 10 drive variety pack,NULL,NULL,1450,240.00,88.50,151.50,0.6312500000000000000,348000.00,219675.00,USB Devices
2013,USB food flash drive - donut,NULL,NULL,1480,32.00,12.00,20.00,0.6250000000000000000,47360.00,29600.00,USB Devices
2013,USB food flash drive - fortune cookie,NULL,NULL,1545,32.00,12.00,20.00,0.6250000000000000000,49440.00,30900.00,USB Devices
2013,USB food flash drive - hamburger,NULL,NULL,1535,32.00,12.00,20.00,0.6250000000000000000,49120.00,30700.00,USB Devices
2013,USB food flash drive - hot dog,NULL,NULL,1482,32.00,12.00,20.00,0.6250000000000000000,47424.00,29640.00,USB Devices
2013,USB food flash drive - pizza slice,NULL,NULL,1431,32.00,12.00,20.00,0.6250000000000000000,45792.00,28620.00,USB Devices
